player_name,country_birth,country_fifa
Gonzalo Montiel,Argentina,Argentina
Orlando Mosquera,Panama,Panama
Simon Anthony,,Anguilla
Robert Sánchez,Spain,Spain
Ernesto Trinidad,Dominican Republic,Dominican Republic
Mikael Anderson,Iceland,Iceland
Mersim Asllani,Switzerland,Kosovo
Juan Carlos Portillo,,El Salvador
Claudio Bravo,Chile,Chile
Aleksa Terzic,Yugoslavia (Republic),Serbia
Alexis Sánchez,Chile,Chile
David Hancko,Slovakia,Slovakia
Christian Moses,,Sierra Leone
Marcus Forss,Finland,Finland
Gilroy Thurton,,Belize
Denys Popov,Ukraine,Ukraine
Vitaliy Mykolenko,Ukraine,Ukraine
Victor Bogaciuc,,Moldova
Yukinari Sugawara,Japan,Japan
Takefusa Kubo,Japan,Japan
Louie Annesley,England,Gibraltar
Julian Valarino,Gibraltar,Gibraltar
Isaac Portillo,El Salvador,El Salvador
Oliver Bias,Germany,Philippines
Noah Frommelt,Liechtenstein,Liechtenstein
Giacomo Raspadori,Italy,Italy
Milan Badelj,Jugoslawien (SFR),Croatia
Lautaro Martínez,Argentina,Argentina
Phil Foden,England,England
Terence Vancooten,England,Guyana
Gaëtan Missi Mezu,France,Gabon
Aldair Quintana,Colombia,Colombia
Mamadou Traoré,Mali,Mali
Jeitoso,Mozambique,Mozambique
Gildo Vilanculos,Mozambique,Mozambique
Paul Katema,,Zambia
Ordell Flemming,St. Kitts & Nevis,St. Kitts & Nevis
Emad Mansoor,,Yemen
Rowllin Borges,India,India
Heng-Pin Hsu,,Chinese Taipei (Taiwan)
Tien Dung Bui,Vietnam,Vietnam
Onni Valakari,Finland,Finland
Mohamed Abuaagla,,Sudan
Wajdi Kechrida,France,Tunisia
Gelson Dala,Angola,Angola
Motasem Sabbou,Libya,Libya
Cory Burke,Jamaica,Jamaica
Cosme,Equatorial Guinea,Equatorial Guinea
Paul Smyth,Northern Ireland,Northern Ireland
Yannick Yankam,,Malta
Max Mata,New Zealand,New Zealand
Rahis Nabi,England,Pakistan
Teddy Teuma,France,Malta
Ruon Tongyik,,Australia
Ismaïla Sarr,Senegal,Senegal
Aliou Dieng,,Mali
Bailey Peacock-Farrell,England,Northern Ireland
Darryl Bäly,Netherlands,Aruba
Jetmir Haliti,Sweden,Kosovo
Kurt Shaw,,Malta
Jules Koundé,France,France
Zan Zaletel,,Slovenia
Giorgi Chakvetadze,Georgia,Georgia
Nigel Thomas,Netherlands,Curacao
Fernand Mayembo,Congo,Congo
Jhon Lucumí,Colombia,Colombia
Gustav Svensson,Sweden,Sweden
Marko Arnautovic,Austria,Austria
Mohammed Abu Fani,Israel,Israel
Xuan Truong Luong,Vietnam,Vietnam
Jordy Ararat,Colombia,Armenia
Suphan Thongsong,Thailand,Thailand
Richard Celis,,Venezuela
Hervé Koffi,Burkina Faso,Burkina Faso
Andrea Hristov,Bulgaria,Bulgaria
José Andrés Martínez,Venezuela,Venezuela
Konstantinos Mavropanos,Greece,Greece
Alvin Maccornell,Liberia,Liberia
Noah Harms,Netherlands,Aruba
Omran Haydary,Netherlands,Afghanistan
Youcef Atal,Algeria,Algeria
Durel Avounou,Congo,Congo
Chinglensana Singh,India,India
Bipin Singh,India,India
Neofytos Michail,Cyprus,Cyprus
Glan Martins,India,India
Ramiz Zerrouki,Netherlands,Algeria
Richie Laryea,Canada,Canada
Thabiso Kutumela,South Africa,South Africa
Tabrezi Davlatmir,Tajikistan,Tajikistan
Djihad Bizimana,Rwanda,Rwanda
Jake Galea,,Malta
Enmy Peña,Dominican Republic,Dominican Republic
Erling Haaland,England,Norway
Hamza Rafia,Tunisia,Tunisia
Kutman Kadyrbekov,Kyrgyzstan,Kyrgyzstan
Jasón Ingram,Nicaragua,Nicaragua
Peeradon Chamratsamee,Thailand,Thailand
Quang Hai Nguyen,Vietnam,Vietnam
Duc Huy Pham,Vietnam,Vietnam
Thanh Chung Nguyen,,Vietnam
Osman Kakay,England,Sierra Leone
Marvin Márquez,El Salvador,El Salvador
Moses Phiri,Zambia,Zambia
Kevin Serapio,,Nicaragua
Jurrien Timber,Netherlands,Netherlands
Phanuphong Phonsa,Thailand,Thailand
Htet Aung Than,Myanmar,Myanmar
Lebohang Maboe,,South Africa
Subhasish Bose,India,India
Mohammad Juma Al Balooshi,,United Arab Emirates
Keita Endo,Japan,Japan
Omar Mohamed,Somalia,Somalia
Adrian Rus,Romania,Romania
Yann Sommer,Switzerland,Switzerland
Jens Petter Hauge,Norway,Norway
Sergiu Platica,UdSSR,Moldova
Diederick Luydens,,Aruba
Halid Lwaliwa,Uganda,Uganda
Stefán Teitur Thórdarson,Iceland,Iceland
Roman Evgenjev,Russia,Russia
Maziar Kouhyar,,Afghanistan
Georgi Yomov,Bulgaria,Bulgaria
Sathaporn Daengsee,Thailand,Thailand
Meschack Elia,DR Congo,DR Congo
Billy Gilmour,Scotland,Scotland
Nathan Patterson,Scotland,Scotland
Rustam Yatimov,Russia,Tajikistan
Nahuel Molina,Argentina,Argentina
Matthew Baldisimo,Canada,Philippines
Andrei Vlad,Romania,Romania
Keithroy Freeman,St. Kitts & Nevis,St. Kitts & Nevis
Ivan Perisic,Jugoslawien (SFR),Croatia
Juvhel Tsoumou,People's republic of the Congo,Congo
José Luis Rodríguez,Panama,Panama
Matt Turner,United States,United States
Arnaud Djoum,Cameroon,Cameroon
Diego Palacios,Ecuador,Ecuador
Lallianzuala Chhangte,India,India
Ben Brereton Díaz,England,Chile
Kyle Goldwin,Gibraltar,Gibraltar
Pedro Gonçalves,Portugal,Portugal
Supachok Sarachat,Thailand,Thailand
Sasalak Haiprakhon,Thailand,Thailand
Nerijus Valskis,UdSSR,Lithuania
Mohamed Camara,Guinea,Guinea
Serge Arnaud Aka,Cote d'Ivoire,
Ekanit Panya,Thailand,Thailand
Ngonda Muzinga,DR Congo,DR Congo
Eric Rutanga,Rwanda,Rwanda
Sanad Al Warfali,,Libya
Mohammed Sawlah,,Libya
Supachai Chaided,Thailand,Thailand
Toby Alderweireld,Belgium,Belgium
Ando Rakotondrazaka,,Madagascar
Shavon John-Brown,Canada,Grenada
Aaron Ramsdale,England,England
Zuriko Davitashvili,Georgia,Georgia
Kian Ronan,England,Gibraltar
Aaron Boupendza,Gabon,Gabon
Ernest Luzolo,DR Congo,DR Congo
Thanawat Suengchitthawon,Thailand,Thailand
Yamikani Chester,Malawi,Malawi
Sander Puri,UdSSR,Estonia
Fahd Ndzengue,Gabon,Gabon
Riley McGree,Australia,Australia
Taijo Teniste,UdSSR,Estonia
Konstantin Vassiljev,UdSSR,Estonia
Kairo Mitchell,England,Grenada
Trésor Toropité,,Central African Republic
Mattias Lamhauge,,Faroe Islands
Ronald Hernández,Venezuela,Venezuela
Masuk Miah Zoni,Bangladesh,Bangladesh
Wai-Lim Yu,Hongkong,Hongkong
Yong-il Kim,"Korea, North","Korea, North"
Abdou Traoré,Cote d'Ivoire,Burkina Faso
Georgios Tzavellas,Greece,Greece
Salah Al-Yahyaei,,Oman
Noah Powder,United States,Trinidad and Tobago
Olimpiu Morutan,Romania,Romania
Yared Baye,Ethiopia,Ethiopia
Du-jae Won,"Korea, South","Korea, South"
Immanuel Heita,Namibia,Namibia
Dynamo Fredericks,Namibia,Namibia
Lloyd Junior Kazapua,Namibia,Namibia
Karson Kendall,American Virgin Islands,American Virgin Islands
Asanti Herring,United States,American Virgin Islands
Colin Bibi,,Seychelles
Fabio Lemiel,,Seychelles
Tumelo Khutlang,Lesotho,Lesotho
Bokang Sello,Lesotho,Lesotho
Sera Motebang,,Lesotho
Teenage Hadebe,Zimbabwe,Zimbabwe
Phitiwat Sukjitthammakul,Thailand,Thailand
Kristian Javier,American Virgin Islands,British Virgin Islands
Pedro Ortíz,Ecuador,Ecuador
Alieu Jatta,The Gambia,The Gambia
Dominique Savio Nshuti,Rwanda,Rwanda
Kemson Fofanah,,Sierra Leone
Dre Fortune,United States,Trinidad and Tobago
Mickael Tiaou,,Neukaledonien
John Alick,,Vanuatu
Elkington Molivakarua,,Vanuatu
Danny Vukovic,Australia,Australia
Maarten Stekelenburg,Netherlands,Netherlands
Hossein Zamani,Iran,Afghanistan
Hamidullah Wakili,,Afghanistan
James Holland,Australia,Australia
Mathieu Tchaoussou,Chad,Chad
Zhirayr Shaghoyan,Armenia,Armenia
Dejan Kulusevski,Sweden,Sweden
Khalil Ibrahim Al Hammadi,United Arab Emirates,United Arab Emirates
Moisés Villarroel,Bolivia,Bolivia
Marcos López,Peru,Peru
Tahir Hanley,,St. Kitts & Nevis
Novel Francis,Antigua and Barbuda,Antigua and Barbuda
Hami Syahin,Singapore,Singapore
Alain Traoré,Burkina Faso,Burkina Faso
Tien Linh Nguyen,,Vietnam
Jan Vertonghen,Belgium,Belgium
Nur Ikhwan Othman,,Brunei Darussalam
Yura Indera Putera,,Brunei Darussalam
Saifullah Akbar,Singapore,Singapore
Zulqarnaen Suzliman,Singapore,Singapore
Andreas Skov Olsen,Denmark,Denmark
Youssef En-Nesyri,Morocco,Morocco
Joshua Oluwayemi,England,Nigeria
Bukayo Saka,England,England
Damien Balisson,Mauritius,Mauritius
Tariq Kazi,Finland,Bangladesh
Kevin Felida,Netherlands,Curacao
Ethan Galbraith,Northern Ireland,Northern Ireland
Adam Idah,Ireland,Ireland
Sami Al-Najei,,Saudi Arabia
Cody Gakpo,Netherlands,Netherlands
Sultan Al-Ghannam,,Saudi Arabia
Ardian Ismajli,Yugoslavia (Republic),Albania
Tefai Fehau,,Tahiti
Pawee Tanthatemee,Thailand,Thailand
Pathompol Charoenrattanapirom,Thailand,Thailand
Alasana Manneh,The Gambia,The Gambia
Nouhou Tolo,Cameroon,Cameroon
Mathías Villasanti,,Paraguay
Darren Ríos,United States,Puerto Rico
Mauricio Isla,Chile,Chile
Keone Kapisi,,Samoa
Ion Nicolaescu,Moldova,Moldova
Chris Gunter,Wales,Wales
Amirul Adli Azmi,Singapore,Singapore
Matías Viña,Uruguay,Uruguay
Bendegúz Bolla,Hungary,Hungary
Dayne St. Clair,Canada,Canada
Mahdi Houssein Mahabeh,,Djibouti
Doualeh Mahamoud Elabeh,,Djibouti
Muhadjiri Hakizimana,,Rwanda
Thierry Manzi,Rwanda,Rwanda
José Guirrugo,Mozambique,Mozambique
Kévin Monnet-Paquet,France,Rwanda
Avigmas,East Timor,East Timor
Rufino Gama,East Timor,East Timor
Wojciech Szczesny,Poland,Poland
Marc Pujol,Andorra,Andorra
Willie Clemons,Bermuda,Bermuda
Kassall Greene,St. Kitts & Nevis,American Virgin Islands
Ronaldo Vásquez,Dominican Republic,Dominican Republic
Márcio Vieira,Portugal,Andorra
Sergio Moreno,Andorra,Andorra
Takai Pouli,,American Samoa
Martín Távara,Peru,Peru
Thaer Krouma,Syria,Syria
Javier Gayoso,Philippines,Philippines
Vai Lutu,,Tonga
Mirko Palazzi,Italy,San Marino
Erick Otieno,Kenya,Kenya
Filipe Duarte,Portugal,Macao
Edouard Mendy,France,Senegal
Ylber Ramadani,Germany,Albania
Iddrisu Baba,Ghana,Ghana
Luis Suárez,Uruguay,Uruguay
Tuia Falepapalangi,,Tonga
Sitaleki Fisi,,Tonga
Gleb Shevchenko,Belarus,Belarus
Eti Fatu,,Samoa
Lucas Paquetá,Brazil,Brazil
Krisjanis Zviedris,,Latvia
Walter Pati,,American Samoa
Milo Tiatia,,American Samoa
Chris Fa'amoana,,American Samoa
Roy Ledoux,,American Samoa
Dieumerci Mbokani,Zaire,DR Congo
Mário Camora,Portugal,Romania
Douglas Luiz,Brazil,Brazil
Zakaria Sanogo,Burkina Faso,Burkina Faso
Jefferson Encada,,Guinea-Bissau
Alexandre Ramalingom,France,Madagascar
Gaius Makouta,France,Congo
Angelo Preciado,Ecuador,Ecuador
Rui Patrício,Portugal,Portugal
Dylan Bronn,France,Tunisia
Maudo Jarjué,The Gambia,The Gambia
Ali McCann,Scotland,Northern Ireland
Jelani Peters,Trinidad and Tobago,Trinidad and Tobago
Szabolcs Schön,Hungary,Hungary
Christos Tzolis,Greece,Greece
Dmitri Podstrelov,Belarus,Belarus
Grzegorz Krychowiak,Poland,Poland
Samuel Oum Gouet,Cameroon,Cameroon
Adel Taarabt,Morocco,Morocco
José Sagredo,,Bolivia
Cláudio Tavares,Portugal,
Ángel Di María,Argentina,Argentina
André Ayew,France,Ghana
Augustine Williams,Sierra Leone,Sierra Leone
Tomás Alarcón,Chile,Chile
Orkun Kökcü,Netherlands,Turkey
Robert Bozenik,Slovakia,Slovakia
Ethan Santos,Gibraltar,Gibraltar
Rubén Cordano,,Bolivia
Juan Delgado,Honduras,Honduras
András Schäfer,Hungary,Hungary
Wayne Hennessey,Wales,Wales
Mitchell Donald,Netherlands,Suriname
Alassane Diop,,Mauritania
Nando Pijnaker,Netherlands,New Zealand
Sidique,Mozambique,Mozambique
Savenaca Baledrokadroka,,Fiji
Desmond Tutu,,Solomon Islands
Selwyn Vatu,,Vanuatu
Mubarak Wakaso,Ghana,Ghana
Spencer Weir-Daley,England,Montserrat
Eric Maxim Choupo-Moting,Germany,Cameroon
Kevin Trapp,Germany,Germany
Vladan Danilovic,Bosnia-Herzegovina,Bosnia-Herzegovina
Njabulo Ngcobo,South Africa,South Africa
Butholezwe Ncube,,Zimbabwe
Islam Batran,Palästina,Palästina
Luis Espinal,Dominican Republic,Dominican Republic
Wilman Modesta,Dominican Republic,Dominican Republic
Ricardo Rivera,Puerto Rico,Puerto Rico
Mustapha Bundu,Sierra Leone,Sierra Leone
Ryan Trotman,Netherlands,Barbados
Mohamed Konaté,Cote d'Ivoire,Burkina Faso
Najim Haidary,Netherlands,Afghanistan
Ronaldo Damus,Haiti,Haiti
Visar Bekaj,Yugoslavia (Republic),Kosovo
Blend Baftiu,Yugoslavia (Republic),Kosovo
Arbër Hoxha,Germany,Kosovo
Bakary N'Diaye,Mauritania,Mauritania
Saidi Ntibazonkiza,Burundi,Burundi
Christian Noboa,Ecuador,Ecuador
Jan Hurtado,Venezuela,Venezuela
Sheikh Sibi,The Gambia,The Gambia
Alessandro Baroni,Dominican Republic,Dominican Republic
Shokhruz Norkhonov,Uzbekistan,Uzbekistan
Moussa Sissoko,France,France
Willis Furtado,France,Cape Verde
Destan Bajselmani,Netherlands,Kosovo
Mehdi Zerkane,France,Algeria
Ilian Iliev,Portugal,Bulgaria
Domagoj Vida,Jugoslawien (SFR),Croatia
Stevan Jovetic,Jugoslawien (SFR),Montenegro
Mohamed Badr,Egypt,Gibraltar
Malcolm Barcola,France,Togo
Moussa Djoumoi,France,Comoros
Manny Rodríguez,Dominican Republic,Dominican Republic
Louis Mafouta,France,Central African Republic
Abdulsamed Abdullahi,Netherlands,Somalia
João Félix,Portugal,Portugal
Mostafa Mohamed,Egypt,Egypt
Yousef Hassan,,Qatar
Ibrahim Sehic,Jugoslawien (SFR),Bosnia-Herzegovina
Ricardo German,England,Grenada
Joel Graterol,Venezuela,Venezuela
Lovre Kalinic,Jugoslawien (SFR),Croatia
Adam Ben Lamin,Sweden,Tunisia
Ante Budimir,Jugoslawien (SFR),Croatia
Aleksandr Sobolev,Russia,Russia
Elías Rafn Ólafsson,Iceland,Iceland
Andri Fannar Baldursson,Iceland,Iceland
Kolbeinn Thórdarson,,Iceland
Daniel Dumbravanu,Moldova,Moldova
Pansa Hemviboon,Thailand,Thailand
Antonio Natalucci,Italy,Dominican Republic
Sava-Arangel Cestic,Germany,Serbia
Nuraly Alip,Kazakhstan,Kazakhstan
Kamil Glik,Poland,Poland
Mohamed Anis Saltou,Libya,Libya
Halil Dervisoglu,Netherlands,Turkey
Andrej Kramaric,Jugoslawien (SFR),Croatia
Brian Rodríguez,Uruguay,Uruguay
Facundo Torres,Uruguay,Uruguay
Hasan Almuharrami,,United Arab Emirates
Ayoub El Hmidi,Gibraltar,Gibraltar
Kieron Garcia,Gibraltar,Gibraltar
Nahuel Ferraresi,Venezuela,Venezuela
Niklas Beck,Liechtenstein,Liechtenstein
Ismaila Soro,Cote d'Ivoire,
Eric García,Spain,Spain
Jaume Cuéllar,Spain,Bolivia
Sherif Kallaku,Albania,Albania
Richard Sele,,Neukaledonien
Artur Shushenachev,Kazakhstan,Kazakhstan
Ahmad Madanieh,Syria,Syria
Ahmed Abdulla,Bahrain,Bahrain
Ali Madan,Bahrain,Bahrain
Sayed Isa,,Bahrain
Sayed Baqer,Bahrain,Bahrain
Ali Haram,Bahrain,Bahrain
Cristhian Cásseres Jr.,Venezuela,Venezuela
Miles Robinson,United States,United States
Jens Cajuste,Sweden,Sweden
Suresh Singh,India,India
Apuia,India,India
Félix Torres,Ecuador,Ecuador
Kassim M'Dahoma,France,Comoros
Or Blorian,,Israel
Alvis Jaunzems,,Latvia
Liberato Cacace,New Zealand,New Zealand
Yvan Neyou,Cameroon,Cameroon
Teemu Pukki,Finland,Finland
Marvin Anieboh,Spain,Equatorial Guinea
Andreas Katsantonis,Cyprus,Cyprus
Abdelaziz Issa,Cameroon,Chad
Osama Khalaila,,Israel
Abderamane Ahmat,Chad,Chad
Denis Genreau,France,Australia
Erick Rizo,Cuba,Cuba
Mzamiru Yassin,Tanzania,Tanzania
Ivan Ilic,Yugoslavia (Republic),Serbia
Zeljko Gavric,Bosnia-Herzegovina,Serbia
Neta Lavi,Israel,Israel
Alfie McCalmont,England,Northern Ireland
Samuel Pancotti,,San Marino
Odilzhon Abdurakhmanov,,Kyrgyzstan
Reece James,England,England
Ísak Óli Ólafsson,Iceland,Iceland
Yacouba Coulibaly,Burkina Faso,Burkina Faso
Aboubacar Sawadogo,Burkina Faso,Burkina Faso
Adama Keita,Mali,Mali
Suan Lam Mang,Myanmar,Myanmar
Evan Dimas,Indonesia,Indonesia
Keo Soksela,Cambodia,Cambodia
Cheng Meng,Cambodia,Cambodia
Rizal Ghazali,Malaysia,Malaysia
Safawi Rasid,Malaysia,Malaysia
Kolu Kepo,,Papua New Guinea
Van Thanh Vu,Vietnam,Vietnam
Van Toan Nguyen,Vietnam,Vietnam
Carlos Cuesta,Colombia,Colombia
Dayo António,Mozambique,Mozambique
Van Lam Dang,Russia,Vietnam
Josko Gvardiol,Croatia,Croatia
Bruno Leite,Portugal,Cape Verde
Emerson Royal,Brazil,Brazil
Renan Lodi,Brazil,Brazil
Kenny Rocha Santos,Cape Verde,Cape Verde
Shaun Dimech,,Malta
Aron Dönnum,Norway,Norway
La Din Maw Yar,,Myanmar
Ko Ko Naing,,Myanmar
Paulus Arajuuri,Finland,Finland
Medo,Sierra Leone,Sierra Leone
Jukka Raitala,Finland,Finland
Ridvan Yilmaz,Turkey,Turkey
San Sat Naing,Myanmar,Myanmar
Pyae Moe,Myanmar,Myanmar
Mehdi Ghayedi,Iran,Iran
Byron Bonilla,Nicaragua,Nicaragua
Ryan Gravenberch,Netherlands,Netherlands
Reggie Cannon,United States,United States
Jonathan Lewis,United States,United States
Alonso Martínez,Costa Rica,Costa Rica
Lukas Hradecky,CSSR,Finland
Dominic Tan,Malaysia,Malaysia
Mohamadou Sumareh,The Gambia,Malaysia
Ronald Araújo,Uruguay,Uruguay
Artem Dzyuba,UdSSR,Russia
Luis Díaz,Colombia,Colombia
Lisandro Martínez,Argentina,Argentina
Ye Yint Aung,,Myanmar
Chris Mepham,England,Wales
Mady Camara,Guinea,Guinea
Luis Haquín,Bolivia,Bolivia
Ramiro Vaca,Bolivia,Bolivia
Henry Vaca,Bolivia,Bolivia
Manuchekhr Safarov,,Tajikistan
Vakhdat Khanonov,Tajikistan,Tajikistan
Shakhrom Samiev,,Tajikistan
Nuriddin Khamrokulov,Tajikistan,Tajikistan
Sheriddin Boboev,Tajikistan,Tajikistan
Loutfi Daoudou,,Comoros
Mohammed Al-Bayati,,Qatar
Alvaro Verwey,Suriname,Suriname
Mg Mg Win,,Myanmar
Marcus Danielson,Sweden,Sweden
Onismor Bhasera,Zimbabwe,Zimbabwe
Terrence Tisdell,Liberia,Liberia
Edinson Cavani,Uruguay,Uruguay
Khalid Al Hajri,,Oman
Andrej Djokanovic,Bosnia-Herzegovina,Bosnia-Herzegovina
Nattawut Suksum,Thailand,Thailand
Syafiq Ahmad,Malaysia,Malaysia
Konstantinos Ilia,,Cyprus
Syamer Kutty,Malaysia,Malaysia
Syahmi Safari,Malaysia,Malaysia
Adam Nor Azlin,Malaysia,Malaysia
Azam Azih,Malaysia,Malaysia
Keishon Bean,,Bermuda
Van Hau Doan,Vietnam,Vietnam
Denie Henry,,Antigua and Barbuda
Austin Kaleopa,,American Samoa
Kalifa Manneh,The Gambia,The Gambia
Ruslan Khadarkevich,Belarus,Belarus
Richard Figueroa,Venezuela,Venezuela
Moussa Djenepo,Mali,Mali
Ahmed Bughammar,Bahrain,Bahrain
Elijah Just,,New Zealand
Javier Rojas,Bolivia,Bolivia
Mohamed Omar Al Attas,,United Arab Emirates
Calvin Bombo,France,Central African Republic
Nicolás González,Argentina,Argentina
Jérémy Doku,Belgium,Belgium
Albi Doka,Albania,Albania
Harlen Russell,,Samoa
Fedor Kudryashov,UdSSR,Russia
Edo Kayembe,DR Congo,DR Congo
Ronald Rodriguez,El Salvador,El Salvador
Lorenzo Lunadei,,San Marino
Musa Barrow,The Gambia,The Gambia
Islomzhon Kobilov,Uzbekistan,Uzbekistan
Romeo Harizaj,Albania,Albania
John Aeta,,Solomon Islands
Willian Pozo,Cuba,Cuba
Kishan Sami,,Fiji
Abiezer Jeno,,Neukaledonien
Jonathan Allen,,Papua New Guinea
Ibrahim Danlad,,Ghana
Kamal Miller,Canada,Canada
Renars Varslavans,Latvia,Latvia
Maksim Paskotsi,Estonia,Estonia
Simon Kjaer,Denmark,Denmark
Jonas Lössl,Denmark,Denmark
Ben Malango,Zaire,DR Congo
Kendukar Challenger,Antigua and Barbuda,Antigua and Barbuda
Leroy Graham,England,Antigua and Barbuda
Xavier French,St. Kitts & Nevis,St. Kitts & Nevis
Yohannes Mitchum,St. Kitts & Nevis,St. Kitts & Nevis
Raheem Somersall,St. Kitts & Nevis,St. Kitts & Nevis
Thórir Jóhann Helgason,,Iceland
Mario González,El Salvador,El Salvador
Jefferson David Tabinas,Japan,Philippines
Kyogo Furuhashi,Japan,Japan
Dutherson Clerveaux,,Haiti
Mamadou Kane,Guinea,Guinea
Prosper Chiluya,Zambia,Zambia
Enock Mwepu,Zambia,Zambia
Eid Mugadam,,Sudan
Josué Duverger,Canada,Haiti
Langarap Samol,,Papua New Guinea
Krépin Diatta,Senegal,Senegal
Seid Korac,Luxembourg,Luxembourg
Duplexe Tchamba,Cameroon,Cameroon
Simon Omossola,Cameroon,Cameroon
Alexander Satariano,,Malta
Andrei Cojocari,UdSSR,Moldova
Oyunbaatar Mijiddorj,,Mongolia
Jaminton Campaz,Colombia,Colombia
Braian Ojeda,Paraguay,Paraguay
Diego Valencia,Chile,Chile
Sphelele Mkhulise,South Africa,South Africa
Yael López,Costa Rica,Costa Rica
Khozhiakbar Alizhonov,Uzbekistan,Uzbekistan
Albin Ekdal,Sweden,Sweden
Frantzdy Pierrot,Haiti,Haiti
Daniel Muñoz,Colombia,Colombia
Akhyar Rashid,Malaysia,Malaysia
Alex Kamen,,Papua New Guinea
Andre Batick,,Vanuatu
Farearii Tuteina,,Tahiti
Karl Hein,Estonia,Estonia
Umar Eshmurodov,Uzbekistan,Uzbekistan
Gnama Akaté,Togo,Togo
Allan Okello,Uganda,Uganda
Liam Hughes,Northern Ireland,Northern Ireland
Kishmar Primus,,Barbados
Arsène Zola,DR Congo,DR Congo
Miché Mika,Zaire,DR Congo
Ibrahim Mounkoro,Mali,Mali
Thong-il Ri,,"Korea, North"
Georginio Wijnaldum,Netherlands,Netherlands
Roberto Rosales,Venezuela,Venezuela
Daniel da Mota,Luxembourg,Luxembourg
Mohamed Al Tarhoni,,Libya
Víctor Griffith,Panama,Panama
Temitope Olusesi,Nigeria,Nigeria
Augustine Mulenga,Zambia,Zambia
Ayubu Lyanga,,Tanzania
Rooarii Roo,,Tahiti
Nathanael Mbourou,,Gabon
Dylan Levitt,Wales,Wales
Ben Cabango,Wales,Wales
Montassar Talbi,France,Tunisia
David Tweh,Liberia,Liberia
Al Samwal Merghani,,Sudan
Betim Halimi,Yugoslavia (Republic),Kosovo
Nicolás Domínguez,Argentina,Argentina
Shao-Yu Pai,,Chinese Taipei (Taiwan)
Murad Yakshiev,Turkmenistan,Turkmenistan
Ryan Telfer,Canada,Trinidad and Tobago
Vá,Angola,Angola
Herenilson,Angola,Angola
Aybol Abiken,Kazakhstan,Kazakhstan
Murolimzhon Akhmedov,Kyrgyzstan,Kyrgyzstan
Ka-Seng Lam,,Macao
Hoi-San Cheong,,Macao
Aleksandr Karapetyan,UdSSR,Armenia
Kirill Pechenin,Belarus,Belarus
Jameel Al Yahmadi,,Oman
Tenzin Dorji,,Bhutan
Jigme Tsheltrim,,Bhutan
Raúl González,United States,Puerto Rico
Bruce Bvuma,South Africa,South Africa
Albert Khachumyan,Armenia,Armenia
Moyadh Ousseni,France,Comoros
Ackeel Applewhaite,Barbados,Barbados
Sath Rosib,Cambodia,Cambodia
Jordan Gutiérrez,Spain,Equatorial Guinea
Abrorbek Ismoilov,Uzbekistan,Uzbekistan
Aaron Ramsey,Wales,Wales
Ali Youssef,,Tunisia
Hanif Hamir,,Brunei Darussalam
Muhammad Riyandi,Indonesia,Indonesia
Nikita Rukavytsya,UdSSR,Australia
Hyok Sin,,"Korea, North"
Kenneth Muguna,Kenya,Kenya
Christian Benteke,Zaire,Belgium
Eden Hazard,Belgium,Belgium
Melvin Hernández,Nicaragua,Nicaragua
Khvicha Kvaratskhelia,Georgia,Georgia
Giorgi Mamardashvili,Georgia,Georgia
Kelsey Benjamin,Guyana,Guyana
Job Caesar,,Guyana
Min-jae Kim,"Korea, South","Korea, South"
Diógenes João,Angola,Angola
Neco Williams,Wales,Wales
Daniel Ballard,England,Northern Ireland
Stephen Duke-McKenna,England,Guyana
Hashim Sayed Isa,,Bahrain
Efraín Álvarez,United States,Mexico
Olivier Verdon,France,Benin
George Bello,Nigeria,United States
Gianluca Busio,United States,United States
Hassane Bandé,Burkina Faso,Burkina Faso
Andre Burley,England,St. Kitts & Nevis
Ebrima Sohna,The Gambia,The Gambia
Mo Sangare,Liberia,Liberia
Asnawi Mangkualam,Indonesia,Indonesia
Pierre Bengtsson,Sweden,Sweden
Adam Alis,Indonesia,Indonesia
Muhammad Rafli,Indonesia,Indonesia
Osvaldo Haay,Indonesia,Indonesia
Andy Setyo,Indonesia,Indonesia
Nadeo Argawinata,Indonesia,Indonesia
Ryuji Utomo,Indonesia,Indonesia
Stefan Strandberg,Norway,Norway
Rifad Marasabessy,Indonesia,Indonesia
Kushedya Hari Yudo,Indonesia,Indonesia
Saydrel Lewis,,Grenada
Varel Rozan,Congo,Congo
Guy Mbenza,Congo,Congo
Dick Taiwia,,Vanuatu
Azariah Soromon,,Vanuatu
Becir Omeragic,Switzerland,Switzerland
Antone Greaves,Barbados,Barbados
Hoang Duc Nguyen,Vietnam,Vietnam
Duc Chinh Ha,Vietnam,Vietnam
Tan Tai Ho,,Vietnam
Sherwin Emmanuel,Canada,St. Lucia
Wálter Martínez,Honduras,Honduras
Mattéo Ahlinvi,France,Benin
Alfredo Talavera,Mexico,Mexico
Tórdur Thomsen,Faroe Islands,Faroe Islands
Abdulelah Al-Amri,,Saudi Arabia
Zaid Al-Bawardi,,Saudi Arabia
Hassan M Tambakti,,Saudi Arabia
Ali Al-Asmari,,Saudi Arabia
Nasser Al-Dawsari,,Saudi Arabia
Mohammed Al-Rubaie,,Saudi Arabia
Héctor Moreno,Mexico,Mexico
Farrukh Ikromov,Uzbekistan,Uzbekistan
Peter Pekarik,CSSR,Slovakia
Aleksandar Mitrovic,Yugoslavia (Republic),Serbia
Apostolos Giannou,Greece,Australia
